pattern,is_exact
+90212%8164%%,0
+90212%817%%%,0
+90212%8220%%,0
+902122%%19%%,0
+902122%52%%%,0
+90212210%1%%,0
+9021221111%%,0
+9021222052%%,0
+9021222194%%,0
+90212225%5%%,0
+9021222544%%,0
+90212241%9%%,0
+9021224180%%,0
+90212244%%%%,0
+9021227%99%%,0
+9021227537%%,0
+9021227564%%,0
+902123%092%%,0
+902123%60%%%,0
+9021231%02%%,0
+9021231802%%,0
+90212336%%%%,0
+90212337%%%%,0
+9021233766%%,0
+9021233904%%,0
+9021233926%%,0
+90212381%%%%,0
+90212381%4%%,0
+902123816%%%,0
+9021238173%%,0
+9021240123%%,0
+9021240169%%,0
+9021240352%%,0
+9021241900%%,0
+9021244210%%,0
+9021245009%%,0
+9021246%%%%%,0
+9021246%90%%,0
+902125%500%%,0
+9021261000%%,0
+90212654%0%%,0
+9021265600%%,0
+9021267961%%,0
+9021270%0%%%,0
+9021270%04%%,0
+9021270%10%%,0
+9021270001%%,0
+902127001%%%,0
+9021270021%%,0
+90212702%2%%,0
+9021270409%%,0
+902127050%%%,0
+9021270577%%,0
+90212706%3%%,0
+90212706%7%%,0
+9021270601%%,0
+9021270610%%,0
+902127062%%%,0
+902127069%%%,0
+9021270701%%,0
+902128%300%%,0
+9021280%07%%,0
+9021280509%%,0
+9021282%2%%%,0
+9021282286%%,0
+9021282287%%,0
+9021282402%%,0
+9021282404%%,0
+9021282408%%,0
+902128242%%%,0
+9021282426%%,0
+9021282448%%,0
+90212852%2%%,0
+9021287300%%,0
+902128812%%%,0
+9021288173%%,0
+902129%%%%%%,0
+902129%%%0%%,0
+902129%%%6%%,0
+902129%%0%%%,0
+902129%%00%%,0
+902129%%01%%,0
+902129%%03%%,0
+902129%%04%%,0
+902129%%05%%,0
+902129%%06%%,0
+902129%%07%%,0
+902129%%47%%,0
+902129%%5%%%,0
+902129%%9%%%,0
+902129%006%%,0
+902129%197%%,0
+902129%2%3%%,0
+902129%25%%%,0
+902129%258%%,0
+902129%33%%%,0
+902129%333%%,0
+902129%400%%,0
+902129%401%%,0
+902129%406%%,0
+902129%5%9%%,0
+902129%51%%%,0
+902129%520%%,0
+902129%58%%%,0
+902129%585%%,0
+902129%595%%,0
+902129%596%%,0
+902129%60%%%,0
+902129%600%%,0
+902129%915%%,0
+902129%922%%,0
+902129%960%%,0
+902129%969%%,0
+9021290%02%%,0
+9021290%03%%,0
+9021290%11%%,0
+9021290%13%%,0
+9021290%2%%%,0
+9021290010%%,0
+9021290700%%,0
+9021290703%%,0
+9021290706%%,0
+9021290809%%,0
+9021290811%%,0
+9021290819%%,0
+902129082%%%,0
+9021290823%%,0
+9021290829%%,0
+902129091%%%,0
+9021291212%%,0
+902129180%%%,0
+9021291804%%,0
+902129190%%%,0
+9021291904%%,0
+9021292%22%%,0
+9021292003%%,0
+9021292005%%,0
+90212924%0%%,0
+9021292422%%,0
+9021292429%%,0
+9021292520%%,0
+9021292908%%,0
+9021292909%%,0
+9021293%30%%,0
+9021293%36%%,0
+902129318%%%,0
+9021293193%%,0
+9021293194%%,0
+9021293197%%,0
+9021293530%%,0
+9021293531%%,0
+9021293532%%,0
+902129360%%%,0
+9021293901%%,0
+9021293952%%,0
+9021293977%%,0
+9021294%%0%%,0
+9021294%%1%%,0
+9021294%%4%%,0
+9021294%%6%%,0
+9021294%06%%,0
+9021294%09%%,0
+9021294%14%%,0
+9021294%18%%,0
+9021294%27%%,0
+9021294%36%%,0
+9021294%77%%,0
+9021294%93%%,0
+9021294%98%%,0
+90212942%4%%,0
+90212942%5%%,0
+9021294229%%,0
+9021294285%%,0
+90212944%%%%,0
+902129445%%%,0
+9021294455%%,0
+90212945%2%%,0
+90212945%4%%,0
+9021294500%%,0
+9021294508%%,0
+9021294515%%,0
+902129452%%%,0
+902129453%%%,0
+9021294544%%,0
+9021294571%%,0
+9021294584%%,0
+9021294595%%,0
+9021294596%%,0
+9021294597%%,0
+9021294598%%,0
+9021294599%%,0
+9021296%00%%,0
+9021296%02%%,0
+9021296%19%%,0
+9021296%67%%,0
+9021296319%%,0
+902129633%%%,0
+902129635%%%,0
+9021296388%%,0
+9021296406%%,0
+902129660%%%,0
+9021296600%%,0
+9021296601%%,0
+9021296602%%,0
+9021296604%%,0
+9021296606%%,0
+9021296607%%,0
+9021296608%%,0
+9021296617%%,0
+902129670%%%,0
+9021297%02%%,0
+9021297%20%%,0
+9021297%22%%,0
+9021297507%%,0
+9021297520%%,0
+9021297912%%,0
+902129799%%%,0
+9021297996%%,0
+9021298%0%%%,0
+9021298%01%%,0
+9021298110%%,0
+9021298119%%,0
+90212982%%%%,0
+9021298602%%,0
+9021298606%%,0
+90212987%3%%,0
+9021299%04%%,0
+9021299000%%,0
+9021299001%%,0
+9021299003%%,0
+9021299119%%,0
+9021299509%%,0
+9021299957%%,0
+90216%%%63%%,0
+90216%%2%2%%,0
+90216%%37%%%,0
+90216%%60%%%,0
+90216%0%%4%%,0
+90216%06%4%%,0
+90216%0616%%,0
+90216%064%%%,0
+90216%0642%%,0
+90216%1%%1%%,0
+90216%11%%%%,0
+90216%4%28%%,0
+90216%42%2%%,0
+90216%472%%%,0
+90216%4720%%,0
+90216%895%%%,0
+902162%00%%%,0
+902162%000%%,0
+902162%001%%,0
+902162%008%%,0
+902162%010%%,0
+902162%6%6%%,0
+902162%600%%,0
+9021621%01%%,0
+9021621%02%%,0
+9021621%12%%,0
+9021621002%%,0
+9021621006%%,0
+90216212%4%%,0
+902162120%%%,0
+9021621200%%,0
+9021621203%%,0
+9021621204%%,0
+9021621206%%,0
+9021621209%%,0
+902162125%%%,0
+9021621412%%,0
+9021621702%%,0
+902162172%%%,0
+9021622%%6%%,0
+9021622%08%%,0
+9021622%09%%,0
+9021622%1%%%,0
+9021622%54%%,0
+90216227%%%%,0
+902162271%%%,0
+9021622811%%,0
+9021622817%%,0
+9021622819%%,0
+9021622820%%,0
+90216229%6%%,0
+9021623%03%%,0
+9021623%08%%,0
+9021623405%%,0
+902162400%%%,0
+9021624000%%,0
+9021624001%%,0
+9021624003%%,0
+9021624005%%,0
+9021624007%%,0
+9021624010%%,0
+9021625102%%,0
+9021625103%%,0
+9021625105%%,0
+9021625113%%,0
+9021625115%%,0
+9021625117%%,0
+9021625650%%,0
+9021625655%%,0
+9021626605%%,0
+9021626663%%,0
+9021631%3%%%,0
+9021645675%%,0
+902165%252%%,0
+902165%728%%,0
+9021651533%%,0
+9021654252%%,0
+902165472%%%,0
+9021654728%%,0
+9021659900%%,0
+902166%%9%%%,0
+902166%13%%%,0
+9021660630%%,0
+9021661331%%,0
+9021669610%%,0
+90216706%%%%,0
+90216706%6%%,0
+9021670611%%,0
+9021670616%%,0
+9021670637%%,0
+9021670644%%,0
+9021670905%%,0
+902167094%%%,0
+902168860%%%,0
+902169%%02%%,0
+902169%%03%%,0
+902169%9%9%%,0
+9021690%03%%,0
+9021690808%%,0
+9021690918%%,0
+9021690993%%,0
+9021691213%%,0
+90216939%1%%,0
+9021693904%%,0
+902169398%%%,0
+902169690%%%,0
+9021696900%%,0
+902169691%%%,0
+9021696912%%,0
+9021696914%%,0
+9021696932%%,0
+9021696990%%,0
+902169880%%%,0
+9021698802%%,0
+9021699%01%%,0
+9021699501%%,0
+9021699502%%,0
+9021699903%%,0
+9021699996%%,0
+9021699998%%,0
+9022%%%1%%%%,0
+9022%265%5%%,0
+9022%99925%%,0
+9022427%4%%%,0
+9022454302%%,0
+9022490806%%,0
+9022490906%%,0
+90226%09%6%%,0
+9022899916%%,0
+90232%%%00%%,0
+90232%%%02%%,0
+90232%%%08%%,0
+90232%2%0%%%,0
+90232%2%08%%,0
+90232%2001%%,0
+90232%5500%%,0
+90232%5501%%,0
+90232%5502%%,0
+90232%5505%%,0
+90232%5508%%,0
+90232%551%%%,0
+90232%6321%%,0
+902322%216%%,0
+9023221%23%%,0
+9023221623%%,0
+902322404%%%,0
+9023224046%%,0
+90232242%2%%,0
+90232242%6%%,0
+9023230705%%,0
+90232335%3%%,0
+90232335%9%%,0
+9023233511%%,0
+9023233513%%,0
+9023233516%%,0
+9023235506%%,0
+9023237306%%,0
+902324%%0%%%,0
+902324%%02%%,0
+902324%%08%%,0
+902324%004%%,0
+9023242406%%,0
+9023245004%%,0
+90232455%4%%,0
+902324550%%%,0
+9023245501%%,0
+9023245502%%,0
+9023245505%%,0
+9023245508%%,0
+9023245511%%,0
+9023245514%%,0
+90232484%2%%,0
+9023252003%%,0
+9023252012%%,0
+9023252025%%,0
+9023257008%%,0
+9023290011%%,0
+9023293%33%%,0
+9023293533%%,0
+9023299904%%,0
+9023623156%%,0
+90242%25%%%%,0
+9024225400%%,0
+902423445%%%,0
+9024292210%%,0
+902522411%%%,0
+9025227507%%,0
+9025299911%%,0
+9025622122%%,0
+90258259%3%%,0
+902622%2%%%%,0
+90262242%%%%,0
+9027260608%%,0
+902762261%%%,0
+9028229211%%,0
+903%%%%%87%%,0
+903%%%%135%%,0
+903%%34%14%%,0
+903%%5%4%6%%,0
+903%%900%9%%,0
+903%%99917%%,0
+903%2%2426%%,0
+903%2%5009%%,0
+903%27520%%%,0
+903%29%%%7%%,0
+903%297500%%,0
+903%8999%6%%,0
+9031%%7353%%,0
+9031%%8905%%,0
+9031%40103%%,0
+9031%5%4%5%%,0
+9031%5%80%%%,0
+9031%51%1%%%,0
+9031%51810%%,0
+9031%51816%%,0
+9031%55%%5%%,0
+9031%55%%8%%,0
+9031%9%%13%%,0
+9031%90019%%,0
+9031%9050%%%,0
+9031%90506%%,0
+9031%9055%%%,0
+9031%909%8%%,0
+9031%93901%%,0
+9031%9997%%%,0
+90312%%200%%,0
+90312%%901%%,0
+90312%181%%%,0
+90312%1818%%,0
+90312%242%%%,0
+90312%2420%%,0
+9031251%10%%,0
+9031251%11%%,0
+9031251817%%,0
+9031252%22%%,0
+90312666%2%%,0
+903129%0%%%%,0
+903129%07%%%,0
+903129%808%%,0
+9031290011%%,0
+9031290012%%,0
+9031293901%%,0
+9031293926%%,0
+9031295503%%,0
+9031296000%%,0
+9031299972%%,0
+9031821111%%,0
+903222%007%%,0
+90322342%4%%,0
+90322342%9%%,0
+9032242255%%,0
+903229110%%%,0
+90322999%6%%,0
+9032299904%%,0
+9032881116%%,0
+90332326%%%%,0
+9033232616%%,0
+9033232617%%,0
+903382111%%%,0
+9034290915%%,0
+9035%2%7%5%%,0
+903542%%%5%%,0
+90362%3011%%,0
+90364%1715%%,0
+903649991%%%,0
+9037%%1916%%,0
+90370%2%1%%%,0
+904%2214%2%%,0
+904%221428%%,0
+904%499919%%,0
+90444%%%%,0
+904440%%%,0
+904442%%%,0
+9044432%%,0
+904446%%%,0
+9044481%%,0
+9044496%%,0
+904542%%%9%%,0
+905%%%%%0%%%,0
+905%%%%6%8%%,0
+905%%%%996%%,0
+905%%%2%61%%,0
+905%%%52%5%%,0
+905%%%8804%%,0
+905%%%8805%%,0
+905%%%8808%%,0
+905%%0%28%%%,0
+905%%15795%%,0
+905%%19894%%,0
+905%%3%900%%,0
+905%%38916%%,0
+905%%39%51%%,0
+905%%39635%%,0
+905%%52%1%%%,0
+905%%5608%%%,0
+905%%6%998%%,0
+905%%73583%%,0
+905%%78926%%,0
+905%%82681%%,0
+905%%850%7%%,0
+905%%85053%%,0
+905%%85607%%,0
+905%%87%16%%,0
+905%%96286%%,0
+905%071105%%,0
+905%1%%072%%,0
+905%1%0208%%,0
+905%1%10%1%%,0
+905%122079%%,0
+905%133025%%,0
+905%142718%%,0
+905%145099%%,0
+905%146941%%,0
+905%16%07%%%,0
+905%160335%%,0
+905%180%16%%,0
+905%18919%%%,0
+905%189201%%,0
+905%19%012%%,0
+905%2%0911%%,0
+905%2%5%15%%,0
+905%2%50%1%%,0
+905%2%5009%%,0
+905%22%067%%,0
+905%220%65%%,0
+905%222%28%%,0
+905%2285%2%%,0
+905%23%882%%,0
+905%235366%%,0
+905%250122%%,0
+905%2511%2%%,0
+905%28%588%%,0
+905%2850%6%%,0
+905%285009%%,0
+905%288%88%%,0
+905%288508%%,0
+905%288522%%,0
+905%2886%%%%,0
+905%2886%2%%,0
+905%2886%3%%,0
+905%2886%6%%,0
+905%2886%8%%,0
+905%2886%9%%,0
+905%28862%%%,0
+905%288620%%,0
+905%288622%%,0
+905%288623%%,0
+905%288625%%,0
+905%288626%%,0
+905%288629%%,0
+905%2887%%%%,0
+905%2887%0%%,0
+905%28870%%%,0
+905%288702%%,0
+905%288703%%,0
+905%288705%%,0
+905%288706%%,0
+905%288709%%,0
+905%288720%%,0
+905%36%033%%,0
+905%4%4041%%,0
+905%426489%%,0
+905%450%%6%%,0
+905%450206%%,0
+905%464%29%%,0
+905%464728%%,0
+905%474041%%,0
+905%474042%%,0
+905%5%%448%%,0
+905%5%0113%%,0
+905%5%30%8%%,0
+905%523325%%,0
+905%525035%%,0
+905%529028%%,0
+905%53207%%%,0
+905%566%%8%%,0
+905%56644%%%,0
+905%595181%%,0
+905%597%%%%%,0
+905%597%66%%,0
+905%597%67%%,0
+905%597%7%%%,0
+905%6%10%0%%,0
+905%6410%8%%,0
+905%6410%9%%,0
+905%641040%%,0
+905%641041%%,0
+905%66%2%5%%,0
+905%682637%%,0
+905%861000%%,0
+905%88%%%5%%,0
+905%88%%75%%,0
+905%88%0%2%%,0
+905%88%0%9%%,0
+905%88%015%%,0
+905%88%290%%,0
+905%88%292%%,0
+905%88%58%%%,0
+905%88%712%%,0
+905%88%83%%%,0
+905%882792%%,0
+905%882836%%,0
+905%882852%%,0
+905%882853%%,0
+905%883526%%,0
+905%883939%%,0
+905%8850%5%%,0
+905%886%2%%%,0
+905%88610%%%,0
+905%886269%%,0
+905%887292%%,0
+905%8879%6%%,0
+905%8979%%%%,0
+905%9%%%50%%,0
+905%9%%446%%,0
+905%9%8788%%,0
+905%9%9002%%,0
+905%930852%%,0
+905%939090%%,0
+905%94%01%%%,0
+905%953%92%%,0
+905%956%01%%,0
+905%956694%%,0
+905%95670%%%,0
+905%959792%%,0
+905%96%7%%%%,0
+905%9698%3%%,0
+905%977000%%,0
+905%977717%%,0
+905%97787%%%,0
+905%979126%%,0
+905%98%%%7%%,0
+905%980%13%%,0
+905%98027%%%,0
+905%983%05%%,0
+9050%%%640%%,0
+9050%%0745%%,0
+9050%%8950%%,0
+9050%%99%7%%,0
+9050%0%552%%,0
+9050%24%94%%,0
+9050%36456%%,0
+9050%40%70%%,0
+9050%49780%%,0
+9050%5%467%%,0
+9050%85045%%,0
+90501%%893%%,0
+90501%3579%%,0
+90501%7597%%,0
+905010%341%%,0
+9050101%46%%,0
+9050103%99%%,0
+9050110559%%,0
+9050113528%%,0
+9050115079%%,0
+9050118511%%,0
+9050119436%%,0
+905013%%27%%,0
+9050132380%%,0
+9050137351%%,0
+9050139%53%%,0
+9050150209%%,0
+90501529%3%%,0
+9050153%16%%,0
+9050154391%%,0
+905016%%05%%,0
+9050165190%%,0
+9050167457%%,0
+9050169871%%,0
+905017%450%%,0
+9050171%76%%,0
+90501741%7%%,0
+9050176%3%%%,0
+905018%934%%,0
+90507018%3%%,0
+9053%%%0%1%%,0
+9053%%%038%%,0
+9053%%3083%%,0
+9053%%5565%%,0
+9053%26%66%%,0
+9053%26%70%%,0
+9053%26260%%,0
+9053%36435%%,0
+9053%4%04%%%,0
+9053%41039%%,0
+9053%41040%%,0
+9053%50377%%,0
+9053%50976%%,0
+9053%55318%%,0
+9053%59%7%%%,0
+9053%6307%%%,0
+9053%63075%%,0
+9053%7%0%%%%,0
+9053%7%038%%,0
+9053%7%738%%,0
+9053%7%743%%,0
+9053%7%745%%,0
+9053%89%0%%%,0
+9053%9%50%%%,0
+9053%9%503%%,0
+9053%9%505%%,0
+9053%9515%%%,0
+90530%%189%%,0
+9053044%89%%,0
+9053093%4%%%,0
+90530931%1%%,0
+9053093141%%,0
+90531%3073%%,0
+90531%3075%%,0
+90531%6938%%,0
+9053101%%1%%,0
+9053122107%%,0
+905313%492%%,0
+9053136068%%,0
+905314%937%%,0
+9053145099%%,0
+9053146939%%,0
+905316307%%%,0
+90532%%%75%%,0
+90532%%91%%%,0
+90532%3045%%,0
+90532%3525%%,0
+90532%55%6%%,0
+9053211103%%,0
+905322033%%%,0
+9053228094%%,0
+90532399%9%%,0
+905326%%29%%,0
+90533%0304%%,0
+90533%55%4%%,0
+9053303%44%%,0
+90533052%8%%,0
+9053308643%%,0
+905331%341%%,0
+9053315771%%,0
+905333%%0%%%,0
+905333%%04%%,0
+905333%%05%%,0
+905333880%%%,0
+9053338804%%,0
+9053338805%%,0
+9053338808%%,0
+9053339329%%,0
+9053396%75%%,0
+90534%6469%%,0
+9053426469%%,0
+9053426470%%,0
+9053449537%%,0
+9053450%06%%,0
+9053450415%%,0
+9053450977%%,0
+9053450983%%,0
+9053474042%%,0
+9053474043%%,0
+9053494503%%,0
+9053494504%%,0
+9053494505%%,0
+90535%%%%7%%,0
+90535%%448%%,0
+9053521832%%,0
+9053524%89%%,0
+90535250%8%%,0
+9053525000%%,0
+905352504%%%,0
+9053525048%%,0
+9053566%%8%%,0
+905356644%%%,0
+9053566448%%,0
+905359%366%%,0
+9053594%64%%,0
+90535973%7%%,0
+9053597366%%,0
+9053597367%%,0
+90536%%0%%%%,0
+90536%%038%%,0
+90536%10%0%%,0
+90536%10%1%%,0
+90536%1038%%,0
+90536%1039%%,0
+90536%6%44%%,0
+9053634%44%%,0
+905364%038%%,0
+905364%039%%,0
+905364%04%%%,0
+905364%040%%,0
+9053641039%%,0
+9053641040%%,0
+9053641041%%,0
+9053676745%%,0
+9053695%74%%,0
+9053695161%%,0
+9053695259%%,0
+9053695261%%,0
+90537%%%13%%,0
+905373%03%%%,0
+9053744%05%%,0
+90538%1000%%,0
+9053805557%%,0
+90538081%1%%,0
+9053809566%%,0
+9053831329%%,0
+905386%000%%,0
+9053861000%%,0
+90538979%%%%,0
+90539%%%50%%,0
+90539%0%98%%,0
+90539%0298%%,0
+90539%1339%%,0
+90539%1341%%,0
+90539105%%%%,0
+90539105%6%%,0
+905391054%%%,0
+9053921341%%,0
+905393%508%%,0
+9053933%%7%%,0
+9053933%53%%,0
+9053933359%%,0
+9053933454%%,0
+9053955%78%%,0
+9053955170%%,0
+9053959745%%,0
+9053959791%%,0
+9053977000%%,0
+9053977750%%,0
+9053977757%%,0
+905397787%%%,0
+9053977872%%,0
+9053988%23%%,0
+9054%%%%%4%%,0
+9054%%%04%%%,0
+9054%%%166%%,0
+9054%%0497%%,0
+9054%%201%%%,0
+9054%%2141%%,0
+9054%%2909%%,0
+9054%%2927%%,0
+9054%%3043%%,0
+9054%%3590%%,0
+9054%%4%9%%%,0
+9054%%40%4%%,0
+9054%%4109%%,0
+9054%%4301%%,0
+9054%%4475%%,0
+9054%%5%41%%,0
+9054%%53%%%%,0
+9054%%63%6%%,0
+9054%%635%%%,0
+9054%%6401%%,0
+9054%%6540%%,0
+9054%%7006%%,0
+9054%%7932%%,0
+9054%23039%%,0
+9054%3%048%%,0
+9054%33%85%%,0
+9054%35549%%,0
+9054%4%1%3%%,0
+9054%43114%%,0
+9054%45030%%,0
+9054%45120%%,0
+9054%490%5%%,0
+9054%49002%%,0
+9054%5%%54%%,0
+9054%5020%%%,0
+9054%53000%%,0
+9054%54050%%,0
+9054%6405%%%,0
+9054%65%97%%,0
+9054%85008%%,0
+9054%85031%%,0
+9054%8830%%%,0
+9054%88319%%,0
+9054%885%5%%,0
+9054%886%%%%,0
+9054%886%5%%,0
+9054%886%6%%,0
+9054%886%7%%,0
+9054%886%9%%,0
+9054%887%%%%,0
+9054%887%0%%,0
+9054%887%4%%,0
+9054%88706%%,0
+90541%50%9%%,0
+90541%70%7%%,0
+90541202%0%%,0
+9054121028%%,0
+9054124%97%%,0
+9054125%24%%,0
+9054125023%%,0
+905414%039%%,0
+9054154066%%,0
+90541546%1%%,0
+9054177331%%,0
+9054195012%%,0
+90542%%256%%,0
+90542%%5%3%%,0
+90542%%506%%,0
+90542%%6%%%%,0
+90542%%6%2%%,0
+90542%%6%4%%,0
+90542%%6%6%%,0
+90542%%6%7%%,0
+90542%%60%%%,0
+90542%%609%%,0
+90542%%62%%%,0
+90542%%620%%,0
+90542%%622%%,0
+90542%%624%%,0
+90542%%625%%,0
+90542%%626%%,0
+90542%%627%%,0
+90542%%630%%,0
+90542%%7%%%%,0
+90542%%7%0%%,0
+90542%%7%5%%,0
+90542%%7%9%%,0
+90542%%70%%%,0
+90542%%702%%,0
+90542%%703%%,0
+90542%%704%%,0
+90542%%705%%,0
+90542%%706%%,0
+90542%%707%%,0
+90542%%709%%,0
+90542%%710%%,0
+90542%%72%%%,0
+90542%%722%%,0
+90542%%724%%,0
+90542%50%2%%,0
+90542%5225%%,0
+90542%5273%%,0
+90542%7393%%,0
+90542%7917%%,0
+905422%045%%,0
+9054222088%%,0
+9054225%76%%,0
+9054226002%%,0
+90542292%5%%,0
+905423%048%%,0
+905423%312%%,0
+905423%512%%,0
+90542330%4%%,0
+9054233355%%,0
+905424%453%%,0
+9054242039%%,0
+90542452%%%%,0
+9054246%42%%,0
+905425%110%%,0
+905425%426%%,0
+9054251015%%,0
+9054262049%%,0
+9054269856%%,0
+905427%818%%,0
+905428%23%%%,0
+905428%428%%,0
+9054285045%%,0
+9054285047%%,0
+9054285054%%,0
+9054285225%%,0
+9054288%%%%%,0
+9054288%%0%%,0
+9054288%%2%%,0
+9054288%%3%%,0
+9054288%%5%%,0
+9054288%%7%%,0
+9054288%%8%%,0
+9054288%%9%%,0
+9054288%0%%%,0
+9054288%01%%,0
+9054288%02%%,0
+9054288%03%%,0
+9054288%05%%,0
+9054288%06%%,0
+9054288%08%%,0
+9054288%09%%,0
+9054288%2%%%,0
+9054288%20%%,0
+9054288%23%%,0
+9054288%25%%,0
+9054288%27%%,0
+9054288%28%%,0
+9054288%29%%,0
+90542885%4%%,0
+90542885%5%%,0
+90542885%8%%,0
+905428850%%%,0
+9054288508%%,0
+9054288520%%,0
+9054288522%%,0
+90542886%%%%,0
+90542886%0%%,0
+90542886%2%%,0
+90542886%3%%,0
+90542886%4%%,0
+90542886%6%%,0
+90542886%8%%,0
+90542886%9%%,0
+9054288608%%,0
+9054288609%%,0
+905428862%%%,0
+9054288620%%,0
+9054288622%%,0
+9054288624%%,0
+9054288625%%,0
+9054288626%%,0
+9054288628%%,0
+9054288629%%,0
+9054288630%%,0
+90542887%%%%,0
+90542887%0%%,0
+90542887%3%%,0
+90542887%4%%,0
+90542887%5%%,0
+90542887%7%%,0
+90542887%8%%,0
+90542887%9%%,0
+905428870%%%,0
+9054288702%%,0
+9054288704%%,0
+9054288705%%,0
+9054288708%%,0
+9054288709%%,0
+905428872%%%,0
+9054288720%%,0
+9054288722%%,0
+9054288723%%,0
+90543%%035%%,0
+905432%21%%%,0
+9054321130%%,0
+9054332031%%,0
+9054344032%%,0
+9054346%13%%,0
+905434600%%%,0
+905435%028%%,0
+9054355%14%%,0
+9054358%56%%,0
+9054365044%%,0
+9054365045%%,0
+905438%042%%,0
+90544%0577%%,0
+90544%6649%%,0
+9054420143%%,0
+905443%902%%,0
+9054438918%%,0
+9054439%9%%%,0
+9054449%40%%,0
+905445%969%%,0
+90545%%064%%,0
+90545%%074%%,0
+90545%10%4%%,0
+90545%4074%%,0
+90545%5474%%,0
+90545%9854%%,0
+9054524038%%,0
+90545254%2%%,0
+9054528020%%,0
+9054538%94%%,0
+905454%004%%,0
+9054541375%%,0
+9054547189%%,0
+9054584835%%,0
+9054585464%%,0
+9054645046%%,0
+9054649%49%%,0
+9054651425%%,0
+905468936%%%,0
+905488%%84%%,0
+905488%%9%%%,0
+905488%020%%,0
+905488%046%%,0
+905488%38%%%,0
+905488%8%8%%,0
+905488%860%%,0
+905488%9%4%%,0
+9054882%91%%,0
+90548828%3%%,0
+905488285%%%,0
+9054883043%%,0
+90548834%9%%,0
+905488404%%%,0
+9054884404%%,0
+9054884450%%,0
+9054884475%%,0
+90548849%3%%,0
+9054885%06%%,0
+9054885791%%,0
+9054886%80%%,0
+9054886%85%%,0
+9054887085%%,0
+905488789%%%,0
+90548879%6%%,0
+90549%%45%%%,0
+90549%0100%%,0
+90549%1023%%,0
+90549%3%%4%%,0
+90549%3405%%,0
+90549%4%%7%%,0
+90549%9802%%,0
+90549%9843%%,0
+9054935%58%%,0
+9054936945%%,0
+905493910%%%,0
+9054945%39%%,0
+9054949008%%,0
+905495%142%%,0
+9054953%02%%,0
+9054959321%%,0
+9054969842%%,0
+905498037%%%,0
+9054984%%7%%,0
+9054984305%%,0
+9055%0%010%%,0
+9055%01530%%,0
+9055%01559%%,0
+9055%0168%%%,0
+9055%01733%%,0
+9055%30%55%%,0
+9055%39891%%,0
+9055%4%%84%%,0
+9055%7%985%%,0
+9055%8%408%%,0
+9055%90%%1%%,0
+9055%9191%%%,0
+9055%94178%%,0
+9055%94807%%,0
+90552%%726%%,0
+90552%5%20%%,0
+90552%655%%%,0
+90552%9%77%%,0
+90552%99%8%%,0
+90552%9967%%,0
+90552%9976%%,0
+905520%22%%%,0
+905520%955%%,0
+90552011%0%%,0
+9055201285%%,0
+905520155%%%,0
+9055202%22%%,0
+9055202%51%%,0
+9055202%55%%,0
+90552020%%%%,0
+90552020%0%%,0
+9055202070%%,0
+9055202114%%,0
+9055202119%%,0
+9055202214%%,0
+9055202259%%,0
+9055202294%%,0
+9055202300%%,0
+9055202301%%,0
+9055202323%%,0
+905520240%%%,0
+9055202415%%,0
+9055202446%%,0
+905520245%%%,0
+9055202589%%,0
+9055239088%%,0
+9055239883%%,0
+90552399%3%%,0
+9055239963%%,0
+9055239984%%,0
+9055252%55%%,0
+905527%985%%,0
+9055276548%%,0
+9055282408%%,0
+90552854%6%%,0
+9055290%95%%,0
+9055293%33%%,0
+9055294%42%%,0
+9055294101%%,0
+9055294144%%,0
+9055294153%%,0
+9055295%92%%,0
+90553%%1%5%%,0
+90553%6937%%,0
+90553%7391%%,0
+905530%5%%%%,0
+9055301790%%,0
+9055379031%%,0
+9055391167%%,0
+905550%196%%,0
+905550%199%%,0
+905550%229%%,0
+905550%24%%%,0
+905550%249%%,0
+9055508%3%%%,0
+9055508%97%%,0
+9055508195%%,0
+90555082%9%%,0
+9055508226%%,0
+9055508229%%,0
+9055508238%%,0
+9055510%14%%,0
+9055510787%%,0
+9055575%33%%,0
+9055575406%%,0
+9055575479%%,0
+908%0%%%0%%%,0
+908%0%%22%%%,0
+908%0%%271%%,0
+908%0%2007%%,0
+908%0%2020%%,0
+908%0%2026%%,0
+908%0%3%1%%%,0
+908%0%3%13%%,0
+908%0%330%%%,0
+908%0%3303%%,0
+908%0%3312%%,0
+908%0%3319%%,0
+908%0%3321%%,0
+908%0%3324%%,0
+908%0%333%%%,0
+908%0%3333%%,0
+908%0%6242%%,0
+908%0%7311%%,0
+908%0%7403%%,0
+908%0%8%00%%,0
+908%0%8096%%,0
+908%0%860%%%,0
+908%02%181%%,0
+908%02%403%%,0
+908%021%27%%,0
+908%022180%%,0
+908%024109%%,0
+908%027%17%%,0
+908%027003%%,0
+908%02740%%%,0
+908%027403%%,0
+908%027406%%,0
+908%030%08%%,0
+908%0306%0%%,0
+908%03407%%%,0
+908%03906%%%,0
+908%04730%%%,0
+908%047307%%,0
+908%0480%2%%,0
+908%048008%%,0
+908%048009%%,0
+908%048019%%,0
+908%048023%%,0
+908%04804%%%,0
+908%048044%%,0
+908%04807%%%,0
+908%048077%%,0
+908%048081%%,0
+908%048096%%,0
+908%0484%2%%,0
+908%048408%%,0
+908%048411%%,0
+908%048412%%,0
+908%048413%%,0
+908%048417%%,0
+908%04901%%%,0
+908%062269%%,0
+908%067817%%,0
+908%067818%%,0
+908%07%%00%%,0
+908%079900%%,0
