pattern,is_exact
+9%2329%%19%%,0
+9%242212%3%%,0
+9%242255%2%%,0
+9%2422555%%%,0
+9%242323%2%%,0
+9%2424%3%%%%,0
+9%242955%%%%,0
+9%26224255%%,0
+9%262988%3%%,0
+9%2662255%%%,0
+9%26623811%%,0
+9%27222%%%%%,0
+9%2862%711%%,0
+9%2862%717%%,0
+9%28821319%%,0
+9%3%2666%4%%,0
+9%3%29%%2%%%,0
+9%3%292%%8%%,0
+9%3%296928%%,0
+9%3%2979%2%%,0
+9%31%9%%19%%,0
+9%312%%%%%%%,0
+9%312%2422%%,0
+9%3125181%%%,0
+9%3125242%%%,0
+9%31252421%%,0
+9%31252423%%,0
+9%31255246%%,0
+9%3129%%21%%,0
+9%32223%12%%,0
+9%32234211%%,0
+9%322999%4%%,0
+9%3523%5%7%%,0
+9%35299918%%,0
+9%39265%%%%%,0
+9%4%821419%%,0
+9%44411%%,0
+9%44424%%,0
+9%44481%%,0
+9%45621519%%,0
+9%5%%%1843%%,0
+9%5%%%88%5%%,0
+9%5%%21%57%%,0
+9%5%1%%837%%,0
+9%5%1%2792%%,0
+9%5%11%827%%,0
+9%5%133116%%,0
+9%5%16%%76%%,0
+9%5%255%7%%%,0
+9%5%26%186%%,0
+9%5%285%52%%,0
+9%5%285337%%,0
+9%5%2859%5%%,0
+9%5%285932%%,0
+9%5%288752%%,0
+9%5%3%2%53%%,0
+9%5%449515%%,0
+9%5%457968%%,0
+9%5%4945%4%%,0
+9%5%57%452%%,0
+9%5%59595%%%,0
+9%5%597%67%%,0
+9%5%641%4%%%,0
+9%5%641%41%%,0
+9%5%724694%%,0
+9%5%798549%%,0
+9%5%861%%%%%,0
+9%5%882926%%,0
+9%5%883%%6%%,0
+9%5%9%6%%5%%,0
+9%5%939892%%,0
+9%5%951%%9%%,0
+9%53%%%816%%,0
+9%53%5%376%%,0
+9%53%63%76%%,0
+9%531%3%75%%,0
+9%531%91%9%%,0
+9%531512%8%%,0
+9%53163%75%%,0
+9%53189189%%,0
+9%53213%46%%,0
+9%53244%49%%,0
+9%532757%1%%,0
+9%533%3144%%,0
+9%5332945%%%,0
+9%533388%4%%,0
+9%533388%5%%,0
+9%53426489%%,0
+9%5345%%%6%%,0
+9%53474%43%%,0
+9%53474%44%%,0
+9%53524789%%,0
+9%53525%49%%,0
+9%53528895%%,0
+9%53566%%8%%,0
+9%53566448%%,0
+9%53597367%%,0
+9%536%1%%%%%,0
+9%536%7%%8%%,0
+9%53641%4%%%,0
+9%53641%41%%,0
+9%53695174%%,0
+9%538%%8%6%%,0
+9%538%1%%%%%,0
+9%538%555%%%,0
+9%53851811%%,0
+9%5388%%36%%,0
+9%539%%%16%%,0
+9%539%%298%%,0
+9%5391%%98%%,0
+9%5391%298%%,0
+9%53933453%%,0
+9%53977%%%%%,0
+9%53977876%%,0
+9%54%%3473%%,0
+9%54%%35%1%%,0
+9%54%%6425%%,0
+9%54%3%86%%%,0
+9%54%31%66%%,0
+9%54%43%24%%,0
+9%54%43%59%%,0
+9%54%43%73%%,0
+9%54%43%76%%,0
+9%54%43%79%%,0
+9%54%56%36%%,0
+9%54%63%53%%,0
+9%54%64%37%%,0
+9%54%67148%%,0
+9%54%74%95%%,0
+9%54%88516%%,0
+9%54%886%%%%,0
+9%54%886%1%%,0
+9%54%88611%%,0
+9%54%88617%%,0
+9%54%88618%%,0
+9%54%88619%%,0
+9%54%8863%%%,0
+9%54%887%%%%,0
+9%54%887%1%%,0
+9%54%887%6%%,0
+9%54%887%9%%,0
+9%54%88719%%,0
+9%54126476%%,0
+9%54165%34%%,0
+9%54177115%%,0
+9%542%%679%%,0
+9%542%9281%%,0
+9%54236988%%,0
+9%5425%83%%%,0
+9%5425%93%%%,0
+9%542542%%%%,0
+9%54254577%%,0
+9%54254944%%,0
+9%54263225%%,0
+9%54285%%9%%,0
+9%54286%34%%,0
+9%54287463%%,0
+9%54288327%%,0
+9%542884%2%%,0
+9%543%5794%%,0
+9%5432%6%3%%,0
+9%54341468%%,0
+9%54343%45%%,0
+9%54357487%%,0
+9%54358756%%,0
+9%543642%5%%,0
+9%544%%1%6%%,0
+9%5442%364%%,0
+9%54438918%%,0
+9%5444526%%%,0
+9%54469895%%,0
+9%545%5426%%,0
+9%54545%47%%,0
+9%546%521%%%,0
+9%5464%%21%%,0
+9%54656%43%%,0
+9%54691685%%,0
+9%5488%125%%,0
+9%5488%526%%,0
+9%54882863%%,0
+9%54883%19%%,0
+9%54883%43%%,0
+9%54883%76%%,0
+9%548835%8%%,0
+9%54883959%%,0
+9%54884%16%%,0
+9%54884%18%%,0
+9%548843%1%%,0
+9%54884482%%,0
+9%548867%2%%,0
+9%549%411%%%,0
+9%54924156%%,0
+9%54932467%%,0
+9%5494%%2%%%,0
+9%54952195%%,0
+9%54953%%8%%,0
+9%5495654%%%,0
+9%54957%%4%%,0
+9%5495984%%%,0
+9%5496%549%%,0
+9%549627%2%%,0
+9%549698%2%%,0
+9%54971%25%%,0
+9%54974247%%,0
+9%5498%%88%%,0
+9%5498%637%%,0
+9%5498%89%%%,0
+9%54983%85%%,0
+9%5498332%%%,0
+9%54983893%%,0
+9%55%%%%16%%,0
+9%55%%%586%%,0
+9%55%%1868%%,0
+9%55%41679%%,0
+9%552%%669%%,0
+9%552%2%62%%,0
+9%552%22%1%%,0
+9%552%2211%%,0
+9%552%2392%%,0
+9%552%2394%%,0
+9%552%252%%%,0
+9%552%2537%%,0
+9%552%9%64%%,0
+9%552%9887%%,0
+9%55262%78%%,0
+9%55262%79%%,0
+9%5527%985%%,0
+9%5529%58%%%,0
+9%552915%1%%,0
+9%55291581%%,0
+9%55449%58%%,0
+9%555%8198%%,0
+9%555%8226%%,0
+9%55519558%%,0
+9%6%1%554%%,0
+9%8%%%6%%6%%,0
+9%8%%%6%%9%%,0
+9%8%%%6261%%,0
+9%8%%%861%%%,0
+9%8%%22228%%,0
+9%8%%26%%8%%,0
+9%8%%27%%3%%,0
+9%8%%274%3%%,0
+9%8%%4662%%%,0
+9%8%%473%9%%,0
+9%8%%48%%1%%,0
+9%8%%48%3%%%,0
+9%8%%48%62%%,0
+9%8%%48411%%,0
+9%8%%48412%%,0
+9%8%%48413%%,0
+9%8%%48417%%,0
+9%8%%711%3%%,0
+9%8%%7243%%%,0
+9%85%%2284%%,0
+9%85%%7%%%%%,0
+9%85%%8%11%%,0
+9%85%%8%12%%,0
+9%85%%8%61%%,0
+9%85%%8%66%%,0
+9%85%%991%%%,0
+9%85%2%%%3%%,0
+9%85%2%53%%%,0
+9%85%21524%%,0
+9%85%21529%%,0
+9%85%222%%%%,0
+9%85%22219%%,0
+9%85%24%%4%%,0
+9%85%24%97%%,0
+9%85%24185%%,0
+9%85%25%%9%%,0
+9%85%27%%3%%,0
+9%85%274%1%%,0
+9%85%274%3%%,0
+9%85%36%11%%,0
+9%85%39%%%%%,0
+9%85%39%6%%%,0
+9%85%4%3%8%%,0
+9%85%4%318%%,0
+9%85%41%18%%,0
+9%85%434%7%%,0
+9%85%455%8%%,0
+9%85%46666%%,0
+9%85%473%3%%,0
+9%85%473%5%%,0
+9%85%473%8%%,0
+9%85%48%%%%%,0
+9%85%48%%9%%,0
+9%85%48%4%%%,0
+9%85%48%47%%,0
+9%85%48%87%%,0
+9%85%48%95%%,0
+9%85%48%96%%,0
+9%85%484%3%%,0
+9%85%484%5%%,0
+9%85%484%7%%,0
+9%85%484%9%%,0
+9%85%4841%%%,0
+9%85%48411%%,0
+9%85%48412%%,0
+9%85%48413%%,0
+9%85%48416%%,0
+9%85%48417%%,0
+9%85%48419%%,0
+9%85%49%%5%%,0
+9%85%5%%%8%%,0
+9%85%5%247%%,0
+9%85%53225%%,0
+9%85%5324%%%,0
+9%85%55717%%,0
+9%85%56%%9%%,0
+9%85%586%%%%,0
+9%85%586%1%%,0
+9%85%595%3%%,0
+9%85%595%6%%,0
+9%85%7%%%2%%,0
+9%85%7112%%%,0
+9%85%7551%%%,0
+9%85%7599%%%,0
+9%85%8%%53%%,0
+90%%%%%517%%,0
+90%%%%%518%%,0
+90%%%%1%15%%,0
+90%%%%4%1%%%,0
+90%%%%4040%%,0
+90%%%%5%%,0
+90%%%%5506%%,0
+90%%%%5551%%,0
+90%%%%6%8%%%,0
+90%%%%8804%%,0
+90%%%0%%%,0
+90%%%08189%%,0
+90%%%0819%%%,0
+90%%%082%9%%,0
+90%%%08229%%,0
+90%%%08231%%,0
+90%%%08767%%,0
+90%%%3%%%,0
+90%%%3%33%%%,0
+90%%%38%69%%,0
+90%%%38693%%,0
+90%%%45500%%,0
+90%%%45505%%,0
+90%%%45508%%,0
+90%%%470%0%%,0
+90%%%51%%,0
+90%%%7063%%%,0
+90%%%75%%,0
+90%%%826%1%%,0
+90%%%9%%08%%,0
+90%%%9%006%%,0
+90%%%9%905%%,0
+90%%%93006%%,0
+90%%%94448%%,0
+90%%%963%8%%,0
+90%%%96404%%,0
+90%%%9660%%%,0
+90%%%97%72%%,0
+90%%%99%%%%%,0
+90%%%99007%%,0
+90%%%99901%%,0
+90%%%99914%%,0
+90%%0%3303%%,0
+90%%027%1%%%,0
+90%%04%007%%,0
+90%%04%047%%,0
+90%%04%413%%,0
+90%%04%414%%,0
+90%%049016%%,0
+90%%049017%%,0
+90%%09%141%%,0
+90%%090020%%,0
+90%%2%%200%%,0
+90%%2%0%91%%,0
+90%%2%26%8%%,0
+90%%201498%%,0
+90%%20167%%%,0
+90%%202006%%,0
+90%%2021%9%%,0
+90%%22%9%8%%,0
+90%%238%90%%,0
+90%%239873%%,0
+90%%239939%%,0
+90%%24%663%%,0
+90%%24%830%%,0
+90%%240624%%,0
+90%%2478%1%%,0
+90%%247830%%,0
+90%%261908%%,0
+90%%26662%%%,0
+90%%268906%%,0
+90%%281088%%,0
+90%%299945%%,0
+90%%306808%%,0
+90%%31747%%%,0
+90%%337016%%,0
+90%%34999%%%,0
+90%%38218%%%,0
+90%%4%73%9%%,0
+90%%45%%14%%,0
+90%%494%04%%,0
+90%%6%%%09%%,0
+90%%6%%503%%,0
+90%%6%%508%%,0
+90%%6%1816%%,0
+90%%6%3703%%,0
+90%%6%40%0%%,0
+90%%6%4005%%,0
+90%%6%4008%%,0
+90%%6%8600%%,0
+90%%6410%9%%,0
+90%%641041%%,0
+90%%646987%%,0
+90%%6507%7%%,0
+90%%6547%8%%,0
+90%%670655%%,0
+90%%670994%%,0
+90%%6999%7%%,0
+90%%69995%%%,0
+90%%8%%%%0%%,0
+90%%88312%%%,0
+90%%9%3193%%,0
+90%%969893%%,0
+90%%9833%8%%,0
+90%01%2134%%,0
+90%01%3142%%,0
+90%01%4042%%,0
+90%0102974%%,0
+90%0114214%%,0
+90%013%120%%,0
+90%0149081%%,0
+90%0171273%%,0
+90%018%3%8%%,0
+90%0798%49%%,0
+90%1%%%057%%,0
+90%1%%%4%%%%,0
+90%1%%%5%%%%,0
+90%1%%%755%%,0
+90%1%%0608%%,0
+90%1%%1%%%%%,0
+90%1%%1%00%%,0
+90%1%%1%54%%,0
+90%1%%1055%%,0
+90%1%%1111%%,0
+90%1%%1951%%,0
+90%1%%4010%%,0
+90%1%%409%%%,0
+90%1%%75%%%%,0
+90%1%%8161%%,0
+90%1%3%09%%%,0
+90%1%3180%%%,0
+90%1%33904%%,0
+90%1%3409%%%,0
+90%1%34500%%,0
+90%1%34504%%,0
+90%1%38161%%,0
+90%1%40%88%%,0
+90%1%40305%%,0
+90%1%40307%%,0
+90%1%40308%%,0
+90%1%40317%%,0
+90%1%447%6%%,0
+90%1%46663%%,0
+90%1%5%400%%,0
+90%1%54%5%%%,0
+90%1%6%0%4%%,0
+90%1%6130%%%,0
+90%1%65000%%,0
+90%1%690%4%%,0
+90%1%70%%%%%,0
+90%1%70504%%,0
+90%1%706%5%%,0
+90%1%70646%%,0
+90%1%8%40%%%,0
+90%1%8050%%%,0
+90%1%80503%%,0
+90%1%9%%%5%%,0
+90%1%9%%01%%,0
+90%1%9%%53%%,0
+90%1%9%00%%%,0
+90%1%9%40%%%,0
+90%1%9%410%%,0
+90%1%9%585%%,0
+90%1%9%598%%,0
+90%1%9%903%%,0
+90%1%9%904%%,0
+90%1%90019%%,0
+90%1%9055%%%,0
+90%1%90719%%,0
+90%1%908%5%%,0
+90%1%90806%%,0
+90%1%90991%%,0
+90%1%91%%4%%,0
+90%1%9300%%%,0
+90%1%93008%%,0
+90%1%931%9%%,0
+90%1%93194%%,0
+90%1%93530%%,0
+90%1%93539%%,0
+90%1%93609%%,0
+90%1%939%9%%,0
+90%1%93900%%,0
+90%1%93901%%,0
+90%1%9395%%%,0
+90%1%94%%0%%,0
+90%1%94%15%%,0
+90%1%94%6%%%,0
+90%1%94%69%%,0
+90%1%944%%%%,0
+90%1%9450%%%,0
+90%1%9454%%%,0
+90%1%94554%%,0
+90%1%94588%%,0
+90%1%9459%%%,0
+90%1%94599%%,0
+90%1%95%0%%%,0
+90%1%96%0%%%,0
+90%1%96319%%,0
+90%1%96368%%,0
+90%1%9640%%%,0
+90%1%96403%%,0
+90%1%96601%%,0
+90%1%96603%%,0
+90%1%96605%%,0
+90%1%96606%%,0
+90%1%96610%%,0
+90%1%97%%0%%,0
+90%1%975%%%%,0
+90%1%97500%%,0
+90%1%97507%%,0
+90%1%97963%%,0
+90%1%98119%%,0
+90%1%9860%%%,0
+90%1%98807%%,0
+90%1%99003%%,0
+90%1%99007%%,0
+90%1%9911%%%,0
+90%1%99116%%,0
+90%1%99503%%,0
+90%1%99509%%,0
+90%1%999%1%%,0
+90%1%9995%%%,0
+90%12%1108%%,0
+90%12%8902%%,0
+90%12251%8%%,0
+90%1252422%%,0
+90%1255249%%,0
+90%126890%%%,0
+90%1268904%%,0
+90%129%961%%,0
+90%1290%%2%%,0
+90%1290012%%,0
+90%1290558%%,0
+90%1296%07%%,0
+90%1296600%%,0
+90%1296601%%,0
+90%1297%0%%%,0
+90%16%%%55%%,0
+90%16%%003%%,0
+90%16%%010%%,0
+90%16%%505%%,0
+90%16%%53%%%,0
+90%16%%6%6%%,0
+90%16%%75%%%,0
+90%16%%755%%,0
+90%16%%811%%,0
+90%16%%95%%%,0
+90%16%1%01%%,0
+90%16%1%09%%,0
+90%16%3709%%,0
+90%16%4%%%%%,0
+90%16%4000%%,0
+90%16%4001%%,0
+90%16%4003%%,0
+90%16%4004%%,0
+90%16%4005%%,0
+90%16%4007%%,0
+90%16%4008%%,0
+90%16%4010%%,0
+90%16%5019%%,0
+90%16%5105%%,0
+90%16%5659%%,0
+90%16%6%9%%%,0
+90%16%6640%%,0
+90%16%6660%%,0
+90%16%6668%%,0
+90%1633505%%,0
+90%164%%%%%%,0
+90%16419%9%%,0
+90%165%0%8%%,0
+90%165%7%8%%,0
+90%1654%%8%%,0
+90%1654%5%%%,0
+90%16547%%%%,0
+90%1664%68%%,0
+90%16706%5%%,0
+90%1670636%%,0
+90%1670647%%,0
+90%167065%%%,0
+90%1688603%%,0
+90%169%%03%%,0
+90%1691%%%%%,0
+90%1693983%%,0
+90%1696909%%,0
+90%1696994%%,0
+90%169880%%%,0
+90%1699509%%,0
+90%1699913%%,0
+90%22422%8%%,0
+90%3%%%%09%%,0
+90%3%%%109%%,0
+90%3%%%448%%,0
+90%3%%0376%%,0
+90%3%%5500%%,0
+90%3%%5508%%,0
+90%3%%8700%%,0
+90%3%2%048%%,0
+90%3%3%630%%,0
+90%3%3%633%%,0
+90%3%30707%%,0
+90%3%335%9%%,0
+90%3%3351%%%,0
+90%3%33514%%,0
+90%3%33518%%,0
+90%3%3550%%%,0
+90%3%35506%%,0
+90%3%4%%0%%%,0
+90%3%4%%08%%,0
+90%3%4%406%%,0
+90%3%41039%%,0
+90%3%41040%%,0
+90%3%4550%%%,0
+90%3%45500%%,0
+90%3%45505%%,0
+90%3%45508%%,0
+90%3%45514%%,0
+90%3%5%001%%,0
+90%3%5%007%%,0
+90%3%5%03%%%,0
+90%3%66%%7%%,0
+90%3%66447%%,0
+90%3%66448%%,0
+90%3%90019%%,0
+90%3%97366%%,0
+90%3%99959%%,0
+90%3043191%%,0
+90%3093141%%,0
+90%31034%3%%,0
+90%3146931%%,0
+90%3146941%%,0
+90%3163074%%,0
+90%327%7%%%%,0
+90%327%710%%,0
+90%333%%0%%%,0
+90%3338808%%,0
+90%3383142%%,0
+90%34264%9%%,0
+90%3426467%%,0
+90%3426468%%,0
+90%3426469%%,0
+90%3426470%%,0
+90%3426489%%,0
+90%3474043%%,0
+90%3494%04%%,0
+90%36%10%1%%,0
+90%36%1039%%,0
+90%3641039%%,0
+90%3641040%%,0
+90%369%262%%,0
+90%3736036%%,0
+90%376%640%%,0
+90%38%1%%8%%,0
+90%3861000%%,0
+90%38636%8%%,0
+90%389%944%%,0
+90%39%%8%3%%,0
+90%39%670%%%,0
+90%392163%%%,0
+90%393%%06%%,0
+90%39334%3%%,0
+90%39334%4%%,0
+90%3977000%%,0
+90%3988422%%,0
+90%4%%%%%6%%,0
+90%4%%%5%%%%,0
+90%4%%1008%%,0
+90%4%%3%90%%,0
+90%4%%440%%%,0
+90%4%%6191%%,0
+90%4%22031%%,0
+90%4%3102%%%,0
+90%4%43930%%,0
+90%4%4862%%%,0
+90%4%73089%%,0
+90%4%8%%63%%,0
+90%4%8%202%%,0
+90%4%86749%%,0
+90%4%873%0%%,0
+90%4%88%80%%,0
+90%41%%0%1%%,0
+90%41%0194%%,0
+90%4120739%%,0
+90%4131037%%,0
+90%4137909%%,0
+90%4161026%%,0
+90%4176018%%,0
+90%42%602%%%,0
+90%42%8%27%%,0
+90%4228%49%%,0
+90%428%010%%,0
+90%428%017%%,0
+90%428%03%%%,0
+90%428%408%%,0
+90%428%602%%,0
+90%428%606%%,0
+90%428%703%%,0
+90%4288%%%%%,0
+90%4288%0%%%,0
+90%4288%22%%,0
+90%42886%%%%,0
+90%42886%2%%,0
+90%42886%3%%,0
+90%42886%6%%,0
+90%42886%8%%,0
+90%42886%9%%,0
+90%4288620%%,0
+90%4288622%%,0
+90%4288624%%,0
+90%4288626%%,0
+90%4288627%%,0
+90%4288628%%,0
+90%4288629%%,0
+90%4288630%%,0
+90%42887%%%%,0
+90%42887%0%%,0
+90%42887%6%%,0
+90%42887%7%%,0
+90%42887%8%%,0
+90%428870%%%,0
+90%4288702%%,0
+90%4288703%%,0
+90%4288704%%,0
+90%4288709%%,0
+90%428872%%%,0
+90%4288724%%,0
+90%434639%%%,0
+90%43760%1%%,0
+90%4384076%%,0
+90%4420%86%%,0
+90%443%6%2%%,0
+90%4438903%%,0
+90%44406%%%%,0
+90%4466003%%,0
+90%488%046%%,0
+90%488%1%1%%,0
+90%488%272%%,0
+90%488%292%%,0
+90%488%793%%,0
+90%4882792%%,0
+90%4882909%%,0
+90%4883%90%%,0
+90%48840%9%%,0
+90%4884173%%,0
+90%4884291%%,0
+90%488447%%%,0
+90%4884926%%,0
+90%4886%43%%,0
+90%4886%46%%,0
+90%4886390%%,0
+90%49%%687%%,0
+90%49%3%43%%,0
+90%49%3137%%,0
+90%49%3167%%,0
+90%49%3190%%,0
+90%49%430%%%,0
+90%4968269%%,0
+90%4969060%%,0
+90%4969803%%,0
+90%498186%%%,0
+90%4982601%%,0
+90%498340%%%,0
+90%4983893%%,0
+90%4984%%7%%,0
+90%498430%%%,0
+90%50%%%11%%,0
+90%50%%%13%%,0
+90%50%%03%%%,0
+90%50%5511%%,0
+90%50%7313%%,0
+90%50%901%%%,0
+90%50%9016%%,0
+90%502%401%%,0
+90%5022206%%,0
+90%50241%0%%,0
+90%5024174%%,0
+90%5027%03%%,0
+90%5027403%%,0
+90%50275%7%%,0
+90%5027513%%,0
+90%5027517%%,0
+90%5030375%%,0
+90%503055%%%,0
+90%5039064%%,0
+90%504%0%0%%,0
+90%504%0%5%%,0
+90%504%0%9%%,0
+90%504%000%%,0
+90%504%005%%,0
+90%504%006%%,0
+90%504%007%%,0
+90%504%009%%,0
+90%504%050%%,0
+90%504%074%%,0
+90%504%095%%,0
+90%504%096%%,0
+90%504%3%6%%,0
+90%504%311%%,0
+90%504%4%3%%,0
+90%504%406%%,0
+90%504%413%%,0
+90%504%415%%,0
+90%504%555%%,0
+90%5047%01%%,0
+90%5047%19%%,0
+90%5047105%%,0
+90%504730%%%,0
+90%5047305%%,0
+90%5047311%%,0
+90%5049016%%,0
+90%505%%03%%,0
+90%505%600%%,0
+90%5052021%%,0
+90%5052054%%,0
+90%5053%36%%,0
+90%50532%4%%,0
+90%505321%%%,0
+90%5053220%%,0
+90%5053265%%,0
+90%5053302%%,0
+90%505332%%%,0
+90%5053329%%,0
+90%505333%%%,0
+90%505404%%%,0
+90%5055%02%%,0
+90%5056%41%%,0
+90%5056001%%,0
+90%5059504%%,0
+90%5066004%%,0
+90%5066602%%,0
+90%5070139%%,0
+90%5079924%%,0
+90%50900%0%%,0
+90%50900%7%%,0
+90%5090000%%,0
+90%509001%%%,0
+90%563%09%%%,0
+90%84%%110%%,0
+902%%2%209%%,0
+902%%227%5%%,0
+902%%22754%%,0
+902%%22755%%,0
+902%%229%2%%,0
+902%%240%0%%,0
+902%%24003%%,0
+902%%3%890%%,0
+902%%385%3%%,0
+902%%54728%%,0
+902%%70%%3%%,0
+902%%93998%%,0
+902%%97%0%%%,0
+902%2%%511%%,0
+902%2%%512%%,0
+902%2%%514%%,0
+902%2%%515%%,0
+902%2%%517%%,0
+902%2%%904%%,0
+902%2%%964%%,0
+902%2%06%0%%,0
+902%2%0650%%,0
+902%2%0709%%,0
+902%2%1010%%,0
+902%2%2%06%%,0
+902%2%5500%%,0
+902%2%5505%%,0
+902%2%5506%%,0
+902%2%5508%%,0
+902%2%6666%%,0
+902%2%74%0%%,0
+902%22%326%%,0
+902%22%732%%,0
+902%2205%5%%,0
+902%221%01%%,0
+902%22162%%%,0
+902%22208%%%,0
+902%2242%%%%,0
+902%224255%%,0
+902%224333%%,0
+902%225%00%%,0
+902%23%332%%,0
+902%23%802%%,0
+902%233904%%,0
+902%234092%%,0
+902%234955%%,0
+902%24%%00%%,0
+902%24%%02%%,0
+902%240%02%%,0
+902%240%06%%,0
+902%240%07%%,0
+902%240%23%%,0
+902%240304%%,0
+902%242406%%,0
+902%242409%%,0
+902%2442%0%%,0
+902%245500%%,0
+902%245501%%,0
+902%245502%%,0
+902%245505%%,0
+902%245508%%,0
+902%245511%%,0
+902%245514%%,0
+902%247808%%,0
+902%252012%%,0
+902%255%%6%%,0
+902%26399%%%,0
+902%265453%%,0
+902%270%28%%,0
+902%27000%%%,0
+902%27004%%%,0
+902%27050%%%,0
+902%2706%%%%,0
+902%27063%%%,0
+902%270636%%,0
+902%270690%%,0
+902%280%%0%%,0
+902%280603%%,0
+902%2822%5%%,0
+902%282205%%,0
+902%282225%%,0
+902%282403%%,0
+902%282404%%,0
+902%282409%%,0
+902%285430%%,0
+902%29%3%8%%,0
+902%29%5%0%%,0
+902%29%509%%,0
+902%29%55%%%,0
+902%29%598%%,0
+902%29%6%3%%,0
+902%29%60%%%,0
+902%29%602%%,0
+902%29%804%%,0
+902%29%906%%,0
+902%290%%9%%,0
+902%290%03%%,0
+902%290%22%%,0
+902%2900%9%%,0
+902%2907%3%%,0
+902%2907%6%%,0
+902%2908%%%%,0
+902%29080%%%,0
+902%290803%%,0
+902%290809%%,0
+902%29082%%%,0
+902%290820%%,0
+902%290823%%,0
+902%292002%%,0
+902%29220%%%,0
+902%292392%%,0
+902%292422%%,0
+902%292907%%,0
+902%292908%%,0
+902%293%%7%%,0
+902%293%42%%,0
+902%293%90%%,0
+902%293532%%,0
+902%293537%%,0
+902%293539%%,0
+902%293600%%,0
+902%293903%%,0
+902%293929%%,0
+902%293960%%,0
+902%294%20%%,0
+902%294%22%%,0
+902%29425%%%,0
+902%294259%%,0
+902%294442%%,0
+902%294456%%,0
+902%2945%2%%,0
+902%2945%6%%,0
+902%294505%%,0
+902%29452%%%,0
+902%294550%%,0
+902%294593%%,0
+902%294595%%,0
+902%294599%%,0
+902%2952%%%%,0
+902%296%00%%,0
+902%2963%9%%,0
+902%29640%%%,0
+902%296404%%,0
+902%296604%%,0
+902%296605%%,0
+902%296609%%,0
+902%296616%%,0
+902%296757%%,0
+902%297%20%%,0
+902%29752%%%,0
+902%29792%%%,0
+902%297964%%,0
+902%29797%%%,0
+902%297996%%,0
+902%298753%%,0
+902%299%%0%%,0
+902%299%%7%%,0
+902%299003%%,0
+902%299005%%,0
+902%299006%%,0
+902%299007%%,0
+902%299503%%,0
+902%299508%%,0
+902%299893%%,0
+902%299911%%,0
+902%421%15%%,0
+902%422111%%,0
+902%6%064%%%,0
+902%6%0652%%,0
+902%6%0900%%,0
+902%6%4000%%,0
+902%62%0%0%%,0
+902%62%00%%%,0
+902%62%008%%,0
+902%62%20%%%,0
+902%62%202%%,0
+902%62%203%%,0
+902%62%4%2%%,0
+902%620%08%%,0
+902%621479%%,0
+902%622120%%,0
+902%622422%%,0
+902%622500%%,0
+902%622503%%,0
+902%6227%4%%,0
+902%6229%2%%,0
+902%622954%%,0
+902%623%08%%,0
+902%6240%0%%,0
+902%62400%%%,0
+902%624009%%,0
+902%625%%9%%,0
+902%625650%%,0
+902%625653%%,0
+902%625659%%,0
+902%6266%8%%,0
+902%626607%%,0
+902%626609%%,0
+902%628600%%,0
+902%632097%%,0
+902%636394%%,0
+902%64%%44%%,0
+902%65%252%%,0
+902%65%720%%,0
+902%65%846%%,0
+902%650442%%,0
+902%654%28%%,0
+902%654252%%,0
+902%654720%%,0
+902%654728%%,0
+902%66%33%%%,0
+902%663063%%,0
+902%666%38%%,0
+902%6706%3%%,0
+902%68860%%%,0
+902%69%995%%,0
+902%690020%%,0
+902%690804%%,0
+902%693995%%,0
+902%696904%%,0
+902%6988%9%%,0
+902%69950%%%,0
+902%826%8%%%,0
+9021%%1%%1%%,0
+9021%%1331%%,0
+9021%%41%%%%,0
+9021%%4728%%,0
+9021%%81%4%%,0
+9021%%8134%%,0
+9021%%9%12%%,0
+9021%2%%05%%,0
+9021%2%%07%%,0
+9021%2%002%%,0
+9021%2%005%%,0
+9021%2%221%%,0
+9021%212%4%%,0
+9021%21209%%,0
+9021%21254%%,0
+9021%22599%%,0
+9021%227%%%%,0
+9021%2271%%%,0
+9021%22711%%,0
+9021%2275%%%,0
+9021%22759%%,0
+9021%22820%%,0
+9021%229%7%%,0
+9021%2294%%%,0
+9021%2295%%%,0
+9021%22980%%,0
+9021%23402%%,0
+9021%23703%%,0
+9021%2400%%%,0
+9021%24000%%,0
+9021%24001%%,0
+9021%24003%%,0
+9021%24004%%,0
+9021%24007%%,0
+9021%24008%%,0
+9021%24010%%,0
+9021%25%57%%,0
+9021%25113%%,0
+9021%3%%78%%,0
+9021%418%7%%,0
+9021%44907%%,0
+9021%5%728%%,0
+9021%5472%%%,0
+9021%54728%%,0
+9021%55%%0%%,0
+9021%70%%2%%,0
+9021%70%3%%%,0
+9021%70%37%%,0
+9021%70%39%%,0
+9021%70%41%%,0
+9021%70%42%%,0
+9021%9%907%%,0
+9021%9%912%%,0
+9021%9%914%%,0
+9021%9%952%%,0
+9021%90%03%%,0
+9021%90902%%,0
+9021%98802%%,0
+9021%99501%%,0
+9021%9994%%%,0
+90212%%218%%,0
+90212%%904%%,0
+90212%0%%3%%,0
+90212%0106%%,0
+90212%0109%%,0
+90212%02%2%%,0
+90212%0399%%,0
+90212%0409%%,0
+90212%0503%%,0
+90212%060%%%,0
+90212%0622%%,0
+90212%069%%%,0
+90212%1%02%%,0
+90212%1000%%,0
+90212%11%%%%,0
+90212%1802%%,0
+90212%1900%%,0
+90212%2%20%%,0
+90212%2%5%%%,0
+90212%2169%%,0
+90212%2420%%,0
+90212%244%%%,0
+90212%2443%%,0
+90212%5009%%,0
